,date,KO,isPartial
25,2016-09-26,52.93,False
26,2016-09-27,53.6,False
27,2016-09-28,53.6,False
28,2016-09-29,56.28,False
29,2016-09-30,54.940000000000005,False
0,2016-10-01,59.52,False
1,2016-10-02,60.160000000000004,False
2,2016-10-03,52.480000000000004,False
3,2016-10-04,53.76,False
4,2016-10-05,54.4,False
5,2016-10-06,55.68,False
6,2016-10-07,55.68,False
7,2016-10-08,64.0,False
8,2016-10-09,64.0,False
9,2016-10-10,54.4,False
10,2016-10-11,54.4,False
11,2016-10-12,56.32,False
12,2016-10-13,54.4,False
13,2016-10-14,55.68,False
14,2016-10-15,62.08,False
15,2016-10-16,61.44,False
16,2016-10-17,52.480000000000004,False
17,2016-10-18,52.480000000000004,False
18,2016-10-19,51.84,False
19,2016-10-20,52.480000000000004,False
20,2016-10-21,53.76,False
21,2016-10-22,61.44,False
22,2016-10-23,62.72,False
23,2016-10-24,51.2,False
24,2016-10-25,51.84,False
25,2016-10-26,53.120000000000005,False
26,2016-10-27,55.68,False
27,2016-10-28,53.120000000000005,False
28,2016-10-29,58.88,False
29,2016-10-30,53.76,False
30,2016-10-31,53.120000000000005,False
0,2016-11-01,53.120000000000005,False
1,2016-11-02,54.4,False
2,2016-11-03,53.120000000000005,False
3,2016-11-04,55.68,False
4,2016-11-05,64.0,False
5,2016-11-06,60.800000000000004,False
6,2016-11-07,51.2,False
7,2016-11-08,51.84,False
8,2016-11-09,46.08,False
9,2016-11-10,50.56,False
10,2016-11-11,54.4,False
11,2016-11-12,57.6,False
12,2016-11-13,60.160000000000004,False
13,2016-11-14,54.4,False
14,2016-11-15,55.04,False
15,2016-11-16,52.480000000000004,False
16,2016-11-17,52.480000000000004,False
17,2016-11-18,55.68,False
18,2016-11-19,63.36,False
19,2016-11-20,60.800000000000004,False
20,2016-11-21,52.480000000000004,False
21,2016-11-22,53.76,False
22,2016-11-23,55.04,False
23,2016-11-24,56.96,False
24,2016-11-25,56.32,False
25,2016-11-26,62.08,False
26,2016-11-27,60.160000000000004,False
27,2016-11-28,51.2,False
28,2016-11-29,53.120000000000005,False
29,2016-11-30,53.120000000000005,False
0,2016-12-01,53.129999999999995,False
1,2016-12-02,54.51,False
2,2016-12-03,60.72,False
3,2016-12-04,58.65,False
4,2016-12-05,51.74999999999999,False
5,2016-12-06,50.37,False
6,2016-12-07,53.129999999999995,False
7,2016-12-08,54.51,False
8,2016-12-09,52.44,False
9,2016-12-10,60.029999999999994,False
10,2016-12-11,62.78999999999999,False
11,2016-12-12,52.44,False
12,2016-12-13,51.059999999999995,False
13,2016-12-14,51.74999999999999,False
14,2016-12-15,53.129999999999995,False
15,2016-12-16,54.51,False
16,2016-12-17,62.78999999999999,False
17,2016-12-18,61.41,False
18,2016-12-19,53.81999999999999,False
19,2016-12-20,55.88999999999999,False
20,2016-12-21,55.88999999999999,False
21,2016-12-22,56.58,False
22,2016-12-23,57.959999999999994,False
23,2016-12-24,64.86,False
24,2016-12-25,66.92999999999999,False
25,2016-12-26,57.959999999999994,False
26,2016-12-27,55.199999999999996,False
27,2016-12-28,55.88999999999999,False
28,2016-12-29,57.959999999999994,False
29,2016-12-30,60.72,False
30,2016-12-31,69.0,False
0,2017-01-01,66.33,False
1,2017-01-02,58.290000000000006,False
2,2017-01-03,56.95,False
3,2017-01-04,58.96,False
4,2017-01-05,60.970000000000006,False
5,2017-01-06,61.64,False
6,2017-01-07,63.650000000000006,False
7,2017-01-08,67.0,False
8,2017-01-09,56.28,False
9,2017-01-10,52.260000000000005,False
10,2017-01-11,54.27,False
11,2017-01-12,56.95,False
12,2017-01-13,56.95,False
13,2017-01-14,66.33,False
14,2017-01-15,64.32000000000001,False
15,2017-01-16,54.27,False
16,2017-01-17,56.28,False
17,2017-01-18,57.620000000000005,False
18,2017-01-19,58.290000000000006,False
19,2017-01-20,60.300000000000004,False
20,2017-01-21,66.33,False
21,2017-01-22,64.99000000000001,False
22,2017-01-23,55.61000000000001,False
23,2017-01-24,57.620000000000005,False
24,2017-01-25,58.290000000000006,False
25,2017-01-26,58.290000000000006,False
26,2017-01-27,58.96,False
27,2017-01-28,63.650000000000006,False
28,2017-01-29,65.66000000000001,False
29,2017-01-30,52.260000000000005,False
30,2017-01-31,56.95,False
0,2017-02-01,52.260000000000005,False
1,2017-02-02,54.940000000000005,False
2,2017-02-03,56.95,False
3,2017-02-04,63.650000000000006,False
4,2017-02-05,63.650000000000006,False
5,2017-02-06,52.260000000000005,False
6,2017-02-07,54.940000000000005,False
7,2017-02-08,55.61000000000001,False
8,2017-02-09,56.95,False
9,2017-02-10,56.95,False
10,2017-02-11,64.99000000000001,False
11,2017-02-12,64.99000000000001,False
12,2017-02-13,56.28,False
13,2017-02-14,56.28,False
14,2017-02-15,56.28,False
15,2017-02-16,56.95,False
16,2017-02-17,56.95,False
17,2017-02-18,67.0,False
18,2017-02-19,64.99000000000001,False
19,2017-02-20,56.28,False
20,2017-02-21,56.95,False
21,2017-02-22,57.620000000000005,False
22,2017-02-23,54.940000000000005,False
23,2017-02-24,56.28,False
24,2017-02-25,62.980000000000004,False
25,2017-02-26,66.33,False
26,2017-02-27,54.940000000000005,False
27,2017-02-28,55.61000000000001,False
0,2017-03-01,55.760000000000005,False
1,2017-03-02,55.080000000000005,False
2,2017-03-03,56.440000000000005,False
3,2017-03-04,63.24,False
4,2017-03-05,64.60000000000001,False
5,2017-03-06,55.080000000000005,False
6,2017-03-07,53.040000000000006,False
7,2017-03-08,56.440000000000005,False
8,2017-03-09,58.480000000000004,False
9,2017-03-10,58.480000000000004,False
10,2017-03-11,63.24,False
11,2017-03-12,61.88,False
12,2017-03-13,54.400000000000006,False
13,2017-03-14,56.440000000000005,False
14,2017-03-15,56.440000000000005,False
15,2017-03-16,56.440000000000005,False
16,2017-03-17,59.160000000000004,False
17,2017-03-18,68.0,False
18,2017-03-19,65.28,False
19,2017-03-20,57.120000000000005,False
20,2017-03-21,58.480000000000004,False
21,2017-03-22,57.120000000000005,False
22,2017-03-23,61.2,False
23,2017-03-24,61.2,False
24,2017-03-25,66.64,False
25,2017-03-26,66.64,False
26,2017-03-27,57.800000000000004,False
27,2017-03-28,58.480000000000004,False
28,2017-03-29,60.52,False
29,2017-03-30,59.84,False
30,2017-03-31,61.2,False
0,2017-04-01,67.19999999999999,False
1,2017-04-02,69.3,False
2,2017-04-03,55.3,False
3,2017-04-04,58.099999999999994,False
4,2017-04-05,56.0,False
5,2017-04-06,58.099999999999994,False
6,2017-04-07,60.199999999999996,False
7,2017-04-08,66.5,False
8,2017-04-09,67.19999999999999,False
9,2017-04-10,56.699999999999996,False
10,2017-04-11,56.699999999999996,False
11,2017-04-12,58.099999999999994,False
12,2017-04-13,61.599999999999994,False
13,2017-04-14,62.99999999999999,False
14,2017-04-15,66.5,False
15,2017-04-16,70.0,False
16,2017-04-17,62.3,False
17,2017-04-18,60.199999999999996,False
18,2017-04-19,56.699999999999996,False
19,2017-04-20,60.199999999999996,False
20,2017-04-21,62.3,False
21,2017-04-22,66.5,False
22,2017-04-23,66.5,False
23,2017-04-24,56.699999999999996,False
24,2017-04-25,58.8,False
25,2017-04-26,57.4,False
26,2017-04-27,58.8,False
27,2017-04-28,62.99999999999999,False
28,2017-04-29,68.6,False
29,2017-04-30,69.3,False
0,2017-05-01,58.8,False
1,2017-05-02,52.5,False
2,2017-05-03,53.9,False
3,2017-05-04,55.3,False
4,2017-05-05,54.599999999999994,False
5,2017-05-06,61.599999999999994,False
6,2017-05-07,60.9,False
7,2017-05-08,52.5,False
8,2017-05-09,53.199999999999996,False
9,2017-05-10,51.8,False
10,2017-05-11,53.199999999999996,False
11,2017-05-12,55.3,False
12,2017-05-13,64.39999999999999,False
13,2017-05-14,64.39999999999999,False
14,2017-05-15,56.699999999999996,False
15,2017-05-16,55.3,False
16,2017-05-17,57.4,False
17,2017-05-18,57.4,False
18,2017-05-19,58.8,False
19,2017-05-20,67.89999999999999,False
20,2017-05-21,70.0,False
21,2017-05-22,56.699999999999996,False
22,2017-05-23,59.49999999999999,False
23,2017-05-24,60.199999999999996,False
24,2017-05-25,62.3,False
25,2017-05-26,61.599999999999994,False
26,2017-05-27,65.8,False
27,2017-05-28,66.5,False
28,2017-05-29,57.4,False
29,2017-05-30,56.699999999999996,False
30,2017-05-31,56.0,False
0,2017-06-01,60.68,False
1,2017-06-02,61.42,False
2,2017-06-03,69.56,False
3,2017-06-04,65.86,False
4,2017-06-05,59.2,False
5,2017-06-06,57.72,False
6,2017-06-07,58.46,False
7,2017-06-08,59.2,False
8,2017-06-09,64.38,False
9,2017-06-10,70.3,False
10,2017-06-11,68.82,False
11,2017-06-12,60.68,False
12,2017-06-13,58.46,False
13,2017-06-14,60.68,False
14,2017-06-15,62.16,False
15,2017-06-16,63.64,False
16,2017-06-17,74.0,False
17,2017-06-18,71.03999999999999,False
18,2017-06-19,62.16,False
19,2017-06-20,62.16,False
20,2017-06-21,61.42,False
21,2017-06-22,61.42,False
22,2017-06-23,64.38,False
23,2017-06-24,72.52,False
24,2017-06-25,71.78,False
25,2017-06-26,62.16,False
26,2017-06-27,61.42,False
27,2017-06-28,64.38,False
28,2017-06-29,62.9,False
29,2017-06-30,65.86,False
0,2017-07-01,73.71000000000001,False
1,2017-07-02,75.33,False
2,2017-07-03,66.42,False
3,2017-07-04,68.85000000000001,False
4,2017-07-05,68.85000000000001,False
5,2017-07-06,68.04,False
6,2017-07-07,67.23,False
7,2017-07-08,77.76,False
8,2017-07-09,76.14,False
9,2017-07-10,63.99,False
10,2017-07-11,63.99,False
11,2017-07-12,65.61,False
12,2017-07-13,66.42,False
13,2017-07-14,68.04,False
14,2017-07-15,76.95,False
15,2017-07-16,75.33,False
16,2017-07-17,64.80000000000001,False
17,2017-07-18,70.47,False
18,2017-07-19,69.66000000000001,False
19,2017-07-20,71.28,False
20,2017-07-21,72.9,False
21,2017-07-22,81.0,False
22,2017-07-23,77.76,False
23,2017-07-24,67.23,False
24,2017-07-25,67.23,False
25,2017-07-26,68.85000000000001,False
26,2017-07-27,66.42,False
27,2017-07-28,68.04,False
28,2017-07-29,76.95,False
29,2017-07-30,77.76,False
30,2017-07-31,66.42,False
0,2017-08-01,64.8,False
1,2017-08-02,67.2,False
2,2017-08-03,69.60000000000001,False
3,2017-08-04,70.4,False
4,2017-08-05,72.8,False
5,2017-08-06,78.4,False
6,2017-08-07,64.8,False
7,2017-08-08,65.60000000000001,False
8,2017-08-09,68.0,False
9,2017-08-10,68.8,False
10,2017-08-11,72.8,False
11,2017-08-12,80.0,False
12,2017-08-13,76.0,False
13,2017-08-14,70.4,False
14,2017-08-15,68.8,False
15,2017-08-16,64.8,False
16,2017-08-17,65.60000000000001,False
17,2017-08-18,69.60000000000001,False
18,2017-08-19,76.80000000000001,False
19,2017-08-20,79.2,False
20,2017-08-21,67.2,False
21,2017-08-22,68.0,False
22,2017-08-23,67.2,False
23,2017-08-24,62.400000000000006,False
24,2017-08-25,62.400000000000006,False
25,2017-08-26,65.60000000000001,False
26,2017-08-27,78.4,False
27,2017-08-28,57.6,False
28,2017-08-29,57.6,False
29,2017-08-30,57.6,False
30,2017-08-31,57.6,False
0,2017-09-01,60.029999999999994,False
1,2017-09-02,66.92999999999999,False
2,2017-09-03,65.55,False
3,2017-09-04,58.65,False
4,2017-09-05,56.58,False
5,2017-09-06,54.51,False
6,2017-09-07,60.029999999999994,False
7,2017-09-08,61.41,False
8,2017-09-09,66.92999999999999,False
9,2017-09-10,64.17,False
10,2017-09-11,56.58,False
11,2017-09-12,56.58,False
12,2017-09-13,56.58,False
13,2017-09-14,62.099999999999994,False
14,2017-09-15,59.339999999999996,False
15,2017-09-16,69.0,False
16,2017-09-17,66.92999999999999,False
17,2017-09-18,58.65,False
18,2017-09-19,57.959999999999994,False
19,2017-09-20,57.269999999999996,False
20,2017-09-21,57.269999999999996,False
21,2017-09-22,58.65,False
22,2017-09-23,65.55,False
23,2017-09-24,62.099999999999994,False
24,2017-09-25,55.199999999999996,False
25,2017-09-26,54.51,False
26,2017-09-27,54.51,False
27,2017-09-28,55.88999999999999,False
28,2017-09-29,57.959999999999994,False
29,2017-09-30,63.48,False
0,2017-10-01,61.38,False
1,2017-10-02,56.1,False
2,2017-10-03,57.42,False
3,2017-10-04,57.42,False
4,2017-10-05,58.74,False
5,2017-10-06,60.720000000000006,False
6,2017-10-07,66.0,False
7,2017-10-08,64.02,False
8,2017-10-09,57.42,False
9,2017-10-10,58.080000000000005,False
10,2017-10-11,56.760000000000005,False
11,2017-10-12,57.42,False
12,2017-10-13,58.080000000000005,False
13,2017-10-14,65.34,False
14,2017-10-15,64.68,False
15,2017-10-16,55.440000000000005,False
16,2017-10-17,54.120000000000005,False
17,2017-10-18,53.46,False
18,2017-10-19,51.480000000000004,False
19,2017-10-20,57.42,False
20,2017-10-21,62.040000000000006,False
21,2017-10-22,63.36,False
22,2017-10-23,55.440000000000005,False
23,2017-10-24,53.46,False
24,2017-10-25,54.78,False
25,2017-10-26,56.1,False
26,2017-10-27,58.080000000000005,False
27,2017-10-28,61.38,False
28,2017-10-29,62.7,False
29,2017-10-30,54.78,False
30,2017-10-31,55.440000000000005,False
0,2017-11-01,55.44,False
1,2017-11-02,55.44,False
2,2017-11-03,57.33,False
3,2017-11-04,61.74,False
4,2017-11-05,62.37,False
5,2017-11-06,54.18,False
6,2017-11-07,52.29,False
7,2017-11-08,53.55,False
8,2017-11-09,52.92,False
9,2017-11-10,57.33,False
10,2017-11-11,61.74,False
11,2017-11-12,62.37,False
12,2017-11-13,52.92,False
13,2017-11-14,52.29,False
14,2017-11-15,54.18,False
15,2017-11-16,56.07,False
16,2017-11-17,55.44,False
17,2017-11-18,63.0,False
18,2017-11-19,61.74,False
19,2017-11-20,51.660000000000004,False
20,2017-11-21,52.29,False
21,2017-11-22,52.92,False
22,2017-11-23,53.55,False
23,2017-11-24,56.7,False
24,2017-11-25,61.11,False
25,2017-11-26,63.0,False
26,2017-11-27,54.18,False
27,2017-11-28,51.660000000000004,False
28,2017-11-29,54.81,False
29,2017-11-30,54.18,False
0,2017-12-01,52.800000000000004,False
1,2017-12-02,58.74,False
2,2017-12-03,59.400000000000006,False
3,2017-12-04,51.480000000000004,False
4,2017-12-05,52.800000000000004,False
5,2017-12-06,51.480000000000004,False
6,2017-12-07,55.440000000000005,False
7,2017-12-08,55.440000000000005,False
8,2017-12-09,62.7,False
9,2017-12-10,60.06,False
10,2017-12-11,52.800000000000004,False
11,2017-12-12,51.480000000000004,False
12,2017-12-13,51.480000000000004,False
13,2017-12-14,52.800000000000004,False
14,2017-12-15,54.120000000000005,False
15,2017-12-16,61.38,False
16,2017-12-17,58.74,False
17,2017-12-18,51.480000000000004,False
18,2017-12-19,52.800000000000004,False
19,2017-12-20,53.46,False
20,2017-12-21,56.1,False
21,2017-12-22,58.080000000000005,False
22,2017-12-23,62.7,False
23,2017-12-24,65.34,False
24,2017-12-25,66.0,False
25,2017-12-26,58.74,False
26,2017-12-27,58.080000000000005,False
27,2017-12-28,58.74,False
28,2017-12-29,58.080000000000005,False
29,2017-12-30,63.36,False
30,2017-12-31,65.34,False
0,2018-01-01,62.31,False
1,2018-01-02,58.290000000000006,False
2,2018-01-03,54.940000000000005,False
3,2018-01-04,55.61000000000001,False
4,2018-01-05,58.96,False
5,2018-01-06,64.99000000000001,False
6,2018-01-07,62.31,False
7,2018-01-08,59.63,False
8,2018-01-09,56.95,False
9,2018-01-10,56.28,False
10,2018-01-11,58.290000000000006,False
11,2018-01-12,58.96,False
12,2018-01-13,65.66000000000001,False
13,2018-01-14,63.650000000000006,False
14,2018-01-15,57.620000000000005,False
15,2018-01-16,56.95,False
16,2018-01-17,55.61000000000001,False
17,2018-01-18,57.620000000000005,False
18,2018-01-19,60.300000000000004,False
19,2018-01-20,65.66000000000001,False
20,2018-01-21,66.33,False
21,2018-01-22,56.95,False
22,2018-01-23,58.290000000000006,False
23,2018-01-24,57.620000000000005,False
24,2018-01-25,58.290000000000006,False
25,2018-01-26,59.63,False
26,2018-01-27,64.99000000000001,False
27,2018-01-28,67.0,False
28,2018-01-29,57.620000000000005,False
29,2018-01-30,59.63,False
30,2018-01-31,59.63,False
0,2018-02-01,57.120000000000005,False
1,2018-02-02,57.120000000000005,False
2,2018-02-03,63.24,False
3,2018-02-04,63.92,False
4,2018-02-05,55.080000000000005,False
5,2018-02-06,56.440000000000005,False
6,2018-02-07,55.080000000000005,False
7,2018-02-08,58.480000000000004,False
8,2018-02-09,59.84,False
9,2018-02-10,66.64,False
10,2018-02-11,68.0,False
11,2018-02-12,57.800000000000004,False
12,2018-02-13,57.120000000000005,False
13,2018-02-14,57.120000000000005,False
14,2018-02-15,56.440000000000005,False
15,2018-02-16,57.800000000000004,False
16,2018-02-17,64.60000000000001,False
17,2018-02-18,63.24,False
18,2018-02-19,55.760000000000005,False
19,2018-02-20,56.440000000000005,False
20,2018-02-21,55.760000000000005,False
21,2018-02-22,59.84,False
22,2018-02-23,60.52,False
23,2018-02-24,66.64,False
24,2018-02-25,67.32000000000001,False
25,2018-02-26,56.440000000000005,False
26,2018-02-27,56.440000000000005,False
27,2018-02-28,56.440000000000005,False
0,2018-03-01,57.67,False
1,2018-03-02,57.67,False
2,2018-03-03,69.35,False
3,2018-03-04,72.27,False
4,2018-03-05,59.129999999999995,False
5,2018-03-06,62.05,False
6,2018-03-07,59.129999999999995,False
7,2018-03-08,60.589999999999996,False
8,2018-03-09,64.24,False
9,2018-03-10,69.35,False
10,2018-03-11,70.81,False
11,2018-03-12,59.86,False
12,2018-03-13,60.589999999999996,False
13,2018-03-14,60.589999999999996,False
14,2018-03-15,62.78,False
15,2018-03-16,65.7,False
16,2018-03-17,70.08,False
17,2018-03-18,69.35,False
18,2018-03-19,61.32,False
19,2018-03-20,62.05,False
20,2018-03-21,64.24,False
21,2018-03-22,64.24,False
22,2018-03-23,65.7,False
23,2018-03-24,73.0,False
24,2018-03-25,70.81,False
25,2018-03-26,61.32,False
26,2018-03-27,63.51,False
27,2018-03-28,64.97,False
28,2018-03-29,66.42999999999999,False
29,2018-03-30,69.35,False
30,2018-03-31,69.35,False
0,2018-04-01,70.81,False
1,2018-04-02,61.32,False
2,2018-04-03,59.86,False
3,2018-04-04,59.86,False
4,2018-04-05,63.51,False
5,2018-04-06,63.51,False
6,2018-04-07,70.08,False
7,2018-04-08,69.35,False
8,2018-04-09,60.589999999999996,False
9,2018-04-10,59.86,False
10,2018-04-11,62.05,False
11,2018-04-12,63.51,False
12,2018-04-13,65.7,False
13,2018-04-14,73.0,False
14,2018-04-15,70.81,False
15,2018-04-16,62.05,False
16,2018-04-17,59.86,False
17,2018-04-18,61.32,False
18,2018-04-19,62.05,False
19,2018-04-20,62.78,False
20,2018-04-21,70.81,False
21,2018-04-22,72.27,False
22,2018-04-23,63.51,False
23,2018-04-24,63.51,False
24,2018-04-25,62.05,False
25,2018-04-26,60.589999999999996,False
26,2018-04-27,63.51,False
27,2018-04-28,71.53999999999999,False
28,2018-04-29,72.27,False
29,2018-04-30,67.16,False
0,2018-05-01,65.57000000000001,False
1,2018-05-02,61.620000000000005,False
2,2018-05-03,63.99,False
3,2018-05-04,63.2,False
4,2018-05-05,72.68,False
5,2018-05-06,70.31,False
6,2018-05-07,65.57000000000001,False
7,2018-05-08,61.620000000000005,False
8,2018-05-09,61.620000000000005,False
9,2018-05-10,64.78,False
10,2018-05-11,67.15,False
11,2018-05-12,71.10000000000001,False
12,2018-05-13,71.89,False
13,2018-05-14,62.410000000000004,False
14,2018-05-15,63.2,False
15,2018-05-16,63.99,False
16,2018-05-17,66.36,False
17,2018-05-18,65.57000000000001,False
18,2018-05-19,72.68,False
19,2018-05-20,73.47,False
20,2018-05-21,67.94,False
21,2018-05-22,63.99,False
22,2018-05-23,63.99,False
23,2018-05-24,66.36,False
24,2018-05-25,66.36,False
25,2018-05-26,79.0,False
26,2018-05-27,76.63000000000001,False
27,2018-05-28,71.89,False
28,2018-05-29,67.15,False
29,2018-05-30,71.10000000000001,False
30,2018-05-31,67.94,False
0,2018-06-01,72.24,False
1,2018-06-02,81.48,False
2,2018-06-03,79.8,False
3,2018-06-04,67.2,False
4,2018-06-05,66.36,False
5,2018-06-06,66.36,False
6,2018-06-07,71.39999999999999,False
7,2018-06-08,73.92,False
8,2018-06-09,84.0,False
9,2018-06-10,81.48,False
10,2018-06-11,72.24,False
11,2018-06-12,72.24,False
12,2018-06-13,73.92,False
13,2018-06-14,72.24,False
14,2018-06-15,73.92,False
15,2018-06-16,79.8,False
16,2018-06-17,78.11999999999999,False
17,2018-06-18,67.2,False
18,2018-06-19,73.08,False
19,2018-06-20,73.92,False
20,2018-06-21,72.24,False
21,2018-06-22,70.56,False
22,2018-06-23,81.48,False
23,2018-06-24,78.96,False
24,2018-06-25,70.56,False
25,2018-06-26,69.72,False
26,2018-06-27,70.56,False
27,2018-06-28,72.24,False
28,2018-06-29,79.8,False
29,2018-06-30,84.0,False
0,2018-07-01,82.77,False
1,2018-07-02,70.31,False
2,2018-07-03,69.42,False
3,2018-07-04,72.09,False
4,2018-07-05,74.76,False
5,2018-07-06,72.09,False
6,2018-07-07,80.1,False
7,2018-07-08,82.77,False
8,2018-07-09,71.2,False
9,2018-07-10,70.31,False
10,2018-07-11,72.09,False
11,2018-07-12,74.76,False
12,2018-07-13,77.43,False
13,2018-07-14,80.99,False
14,2018-07-15,83.66,False
15,2018-07-16,72.09,False
16,2018-07-17,72.09,False
17,2018-07-18,78.32000000000001,False
18,2018-07-19,76.54,False
19,2018-07-20,77.43,False
20,2018-07-21,83.66,False
21,2018-07-22,86.33,False
22,2018-07-23,74.76,False
23,2018-07-24,74.76,False
24,2018-07-25,75.65,False
25,2018-07-26,76.54,False
26,2018-07-27,84.55,False
27,2018-07-28,89.0,False
28,2018-07-29,87.22,False
29,2018-07-30,75.65,False
30,2018-07-31,75.65,False
0,2018-08-01,72.96,False
1,2018-08-02,78.72,False
2,2018-08-03,77.75999999999999,False
3,2018-08-04,91.2,False
4,2018-08-05,96.0,False
5,2018-08-06,77.75999999999999,False
6,2018-08-07,77.75999999999999,False
7,2018-08-08,77.75999999999999,False
8,2018-08-09,78.72,False
9,2018-08-10,80.64,False
10,2018-08-11,93.11999999999999,False
11,2018-08-12,91.2,False
12,2018-08-13,77.75999999999999,False
13,2018-08-14,80.64,False
14,2018-08-15,79.67999999999999,False
15,2018-08-16,80.64,False
16,2018-08-17,88.32,False
17,2018-08-18,89.28,False
18,2018-08-19,91.2,False
19,2018-08-20,76.8,False
20,2018-08-21,74.88,False
21,2018-08-22,80.64,False
22,2018-08-23,75.84,False
23,2018-08-24,77.75999999999999,False
24,2018-08-25,85.44,False
25,2018-08-26,81.6,False
26,2018-08-27,74.88,False
27,2018-08-28,76.8,False
28,2018-08-29,73.92,False
29,2018-08-30,75.84,False
30,2018-08-31,79.67999999999999,False
0,2018-09-01,88.32,False
1,2018-09-02,89.28,False
2,2018-09-03,79.67999999999999,False
3,2018-09-04,72.96,False
4,2018-09-05,75.84,False
5,2018-09-06,75.84,False
6,2018-09-07,82.56,False
7,2018-09-08,92.16,False
8,2018-09-09,93.11999999999999,False
9,2018-09-10,76.8,False
10,2018-09-11,75.84,False
11,2018-09-12,77.75999999999999,False
12,2018-09-13,78.72,False
13,2018-09-14,83.52,False
14,2018-09-15,91.2,False
15,2018-09-16,96.0,False
16,2018-09-17,78.72,False
17,2018-09-18,80.64,False
18,2018-09-19,77.75999999999999,False
19,2018-09-20,80.64,False
20,2018-09-21,79.67999999999999,False
21,2018-09-22,92.16,False
22,2018-09-23,92.16,False
23,2018-09-24,77.75999999999999,False
24,2018-09-25,82.56,False
25,2018-09-26,77.75999999999999,False
26,2018-09-27,81.6,False
27,2018-09-28,81.6,False
28,2018-09-29,94.08,False
29,2018-09-30,90.24,False
0,2018-10-01,74.25,False
1,2018-10-02,78.21,False
2,2018-10-03,77.22,False
3,2018-10-04,78.21,False
4,2018-10-05,81.17999999999999,False
5,2018-10-06,88.11,False
6,2018-10-07,89.1,False
7,2018-10-08,78.21,False
8,2018-10-09,81.17999999999999,False
9,2018-10-10,76.23,False
10,2018-10-11,78.21,False
11,2018-10-12,80.19,False
12,2018-10-13,89.1,False
13,2018-10-14,90.09,False
14,2018-10-15,77.22,False
15,2018-10-16,75.24,False
16,2018-10-17,77.22,False
17,2018-10-18,77.22,False
18,2018-10-19,77.22,False
19,2018-10-20,87.12,False
20,2018-10-21,91.08,False
21,2018-10-22,78.21,False
22,2018-10-23,76.23,False
23,2018-10-24,75.24,False
24,2018-10-25,79.2,False
25,2018-10-26,84.15,False
26,2018-10-27,99.0,False
27,2018-10-28,90.09,False
28,2018-10-29,81.17999999999999,False
29,2018-10-30,82.17,False
30,2018-10-31,82.17,False
0,2018-11-01,85.56,False
1,2018-11-02,85.56,False
2,2018-11-03,89.28,False
3,2018-11-04,87.42,False
4,2018-11-05,78.12,False
5,2018-11-06,73.47,False
6,2018-11-07,70.68,False
7,2018-11-08,77.19,False
8,2018-11-09,77.19,False
9,2018-11-10,89.28,False
10,2018-11-11,88.35000000000001,False
11,2018-11-12,75.33,False
12,2018-11-13,74.4,False
13,2018-11-14,77.19,False
14,2018-11-15,79.98,False
15,2018-11-16,78.12,False
16,2018-11-17,85.56,False
17,2018-11-18,93.0,False
18,2018-11-19,77.19,False
19,2018-11-20,79.05,False
20,2018-11-21,80.91000000000001,False
21,2018-11-22,79.98,False
22,2018-11-23,78.12,False
23,2018-11-24,86.49000000000001,False
24,2018-11-25,85.56,False
25,2018-11-26,76.26,False
26,2018-11-27,77.19,False
27,2018-11-28,78.12,False
28,2018-11-29,79.98,False
29,2018-11-30,79.05,False
0,2018-12-01,85.53999999999999,False
1,2018-12-02,84.6,False
2,2018-12-03,72.38,False
3,2018-12-04,72.38,False
4,2018-12-05,72.38,False
5,2018-12-06,75.19999999999999,False
6,2018-12-07,78.02,False
7,2018-12-08,87.42,False
8,2018-12-09,80.83999999999999,False
9,2018-12-10,70.5,False
10,2018-12-11,72.38,False
11,2018-12-12,73.32,False
12,2018-12-13,73.32,False
13,2018-12-14,76.14,False
14,2018-12-15,82.72,False
15,2018-12-16,83.66,False
16,2018-12-17,73.32,False
17,2018-12-18,72.38,False
18,2018-12-19,74.25999999999999,False
19,2018-12-20,77.08,False
20,2018-12-21,78.02,False
21,2018-12-22,86.47999999999999,False
22,2018-12-23,90.24,False
23,2018-12-24,86.47999999999999,False
24,2018-12-25,94.0,False
25,2018-12-26,81.78,False
26,2018-12-27,82.72,False
27,2018-12-28,82.72,False
28,2018-12-29,85.53999999999999,False
29,2018-12-30,89.3,False
30,2018-12-31,86.47999999999999,False
0,2019-01-01,96.03999999999999,False
1,2019-01-02,83.3,False
2,2019-01-03,87.22,False
3,2019-01-04,85.26,False
4,2019-01-05,96.03999999999999,False
5,2019-01-06,95.06,False
6,2019-01-07,84.28,False
7,2019-01-08,84.28,False
8,2019-01-09,88.2,False
9,2019-01-10,83.3,False
10,2019-01-11,88.2,False
11,2019-01-12,97.02,False
12,2019-01-13,95.06,False
13,2019-01-14,84.28,False
14,2019-01-15,81.34,False
15,2019-01-16,82.32,False
16,2019-01-17,83.3,False
17,2019-01-18,81.34,False
18,2019-01-19,96.03999999999999,False
19,2019-01-20,97.02,False
20,2019-01-21,85.26,False
21,2019-01-22,84.28,False
22,2019-01-23,85.26,False
23,2019-01-24,85.26,False
24,2019-01-25,87.22,False
25,2019-01-26,98.0,False
26,2019-01-27,98.0,False
27,2019-01-28,85.26,False
28,2019-01-29,84.28,False
29,2019-01-30,84.28,False
30,2019-01-31,91.14,False
0,2019-02-01,90.0,False
1,2019-02-02,100.0,False
2,2019-02-03,90.0,False
